,Block,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent
176,42.000,41.662014,-87.724608,8,3,0
177,53.000,41.961743,-87.76007,9,1,0
178,40.000,41.953067,-87.776792,8,1,0
179,43.000,41.878114,-87.629798,3,1,0
180,42.000,41.958271,-87.702575,9,2,0
181,18.000,42.006858,-87.675919,9,1,0
182,70.000,41.916265,-87.800515,8,1,0
183,70.000,41.916265,-87.800515,8,5,0
184,35.000,41.682587,-87.707973,9,6,0
185,37.000,41.948167,-87.730698,8,5,0
186,60.000,41.990284,-87.797127,8,1,0
187,61.000,41.991429,-87.747113,8,1,0
188,30.000,41.857402,-87.694991,8,2,0
189,30.000,41.857402,-87.694991,8,3,0
190,10.000,41.721474,-87.648064,8,1,0
191,10.000,41.721474,-87.648064,8,1,0
192,61.000,41.923738,-87.785288,9,1,0
193,64.000,41.970248,-87.787992,8,1,0
194,12.000,42.010412,-87.66214,8,1,0
195,10.000,41.89923,-87.716788,9,1,0
196,10.000,41.89923,-87.716788,9,1,0
197,20.000,41.692555,-87.598865,8,1,0
198,20.000,41.692555,-87.598865,8,1,0
199,33.000,41.94016,-87.794896,9,1,0
200,11.000,41.903002,-87.688267,8,1,0
201,41.000,41.95469,-87.800991,9,3,0
202,41.000,41.95469,-87.800991,9,2,0
203,62.000,41.994991,-87.769279,9,4,0
204,62.000,41.994991,-87.769279,9,4,0
205,79.000,41.974089,-87.824812,8,3,0
206,15.000,41.9216,-87.666455,8,2,0
207,15.000,41.9216,-87.666455,8,2,0
208,25.000,41.891118,-87.654491,8,3,0
209,25.000,41.891118,-87.654491,8,16,0
210,11.000,41.867108,-87.654224,8,1,0
211,22.000,41.921965,-87.632085,8,2,0
212,22.000,41.921965,-87.632085,8,1,0
213,22.000,41.688324,-87.676709,8,2,0
214,22.000,41.688324,-87.676709,8,3,0
215,22.000,41.731922,-87.677512,8,3,0
216,22.000,41.731922,-87.677512,8,4,0
217,22.000,41.731922,-87.677512,8,3,0
218,53.000,41.891126,-87.61156,5,2,0
219,53.000,41.891126,-87.61156,5,1,0
220,75.000,42.01743,-87.687769,8,1,0
221,91.000,41.981964,-87.812827,8,2,0
222,36.000,41.944869,-87.832763,8,6,0
223,72.000,42.011601,-87.811506,8,1,0
224,38.000,41.94983,-87.698457,9,1,0
225,58.000,41.986921,-87.689778,9,1,0
226,58.000,41.986921,-87.689778,9,5,0
227,58.000,41.986921,-87.689778,9,1,0
228,10.000,41.723195,-87.64997,5,1,0
229,11.000,41.868077,-87.666901,9,2,0
230,11.000,41.868077,-87.666901,9,11,0
231,11.000,41.869216,-87.627561,8,2,0
232,42.000,41.662014,-87.724608,8,16,0
233,42.000,41.662014,-87.724608,8,12,0
234,42.000,41.662014,-87.724608,8,2,0
235,40.000,41.953067,-87.776792,8,1,0
236,40.000,41.953067,-87.776792,8,1,0
237,43.000,41.878114,-87.629798,3,1,0
238,42.000,41.958271,-87.702575,9,1,0
239,15.000,41.994469,-87.667736,8,1,0
240,15.000,41.994469,-87.667736,8,1,0
241,70.000,41.916265,-87.800515,8,5,0
242,70.000,41.916265,-87.800515,8,2,0
243,25.000,41.846075,-87.716277,9,1,0
244,21.000,41.918705,-87.752329,8,1,0
245,35.000,41.682587,-87.707973,9,28,0
246,35.000,41.682587,-87.707973,9,4,0
247,37.000,41.948167,-87.730698,8,2,0
248,46.000,41.964242,-87.757639,8,1,0
249,60.000,41.990284,-87.797127,8,1,0
250,70.000,42.008314,-87.777921,9,4,0
251,70.000,42.008314,-87.777921,9,3,0
252,61.000,41.991429,-87.747113,8,1,0
253,68.000,41.921177,-87.79518,8,1,0
254,68.000,41.921177,-87.79518,8,2,0
255,30.000,41.857402,-87.694991,8,5,0
256,11.000,41.868142,-87.696269,9,4,0
257,11.000,41.868142,-87.696269,9,8,0
258,25.000,41.846283,-87.656913,9,1,0
259,10.000,41.721474,-87.648064,8,2,0
260,10.000,41.869107,-87.696293,9,1,0
261,96.000,41.719059,-87.675088,9,3,0
262,96.000,41.719059,-87.675088,9,2,0
263,61.000,41.923738,-87.785288,9,6,0
264,61.000,41.923738,-87.785288,9,1,0
265,64.000,41.970248,-87.787992,8,5,0
266,64.000,41.970248,-87.787992,8,1,0
267,12.000,42.010412,-87.66214,8,1,0
268,10.000,41.89923,-87.716788,9,3,0
269,10.000,41.89923,-87.716788,9,2,0
270,60.000,41.942114,-87.776385,8,3,0
271,60.000,41.960616,-87.777189,9,1,0
272,33.000,41.883284,-87.705085,8,2,0
273,33.000,41.883284,-87.705085,8,1,0
274,33.000,41.704336,-87.703736,8,1,0
275,41.000,41.95469,-87.800991,9,18,0
276,41.000,41.95469,-87.800991,9,7,0
277,41.000,41.95469,-87.800991,9,2,0
278,62.000,41.994991,-87.769279,9,3,0
279,79.000,41.974089,-87.824812,8,1,0
280,79.000,41.974089,-87.824812,8,1,0
281,79.000,41.974089,-87.824812,8,2,0
282,15.000,41.9216,-87.666455,8,4,0
283,15.000,41.9216,-87.666455,8,1,0
284,25.000,41.891118,-87.654491,8,6,0
285,25.000,41.891118,-87.654491,8,5,0
286,25.000,41.891118,-87.654491,8,3,0
287,11.000,41.867108,-87.654224,8,3,0
288,11.000,41.867108,-87.654224,8,1,0
289,11.000,41.896282,-87.655232,8,2,0
290,11.000,41.896282,-87.655232,8,1,0
291,22.000,41.921965,-87.632085,8,1,0
292,22.000,41.921965,-87.632085,8,1,0
293,22.000,41.688324,-87.676709,8,50,0
294,22.000,41.688324,-87.676709,8,35,0
295,22.000,41.688324,-87.676709,8,50,0
296,22.000,41.688324,-87.676709,8,8,0
297,22.000,41.688324,-87.676709,8,1,0
298,22.000,41.688324,-87.676709,8,8,0
299,22.000,41.688324,-87.676709,8,19,0
300,22.000,41.688324,-87.676709,8,2,0
301,22.000,41.688324,-87.676709,8,1,0
302,11.000,41.862292,-87.64886,8,14,0
303,11.000,41.862292,-87.64886,8,1,0
304,17.000,41.720848,-87.666014,9,1,0
305,22.000,41.731922,-87.677512,8,22,0
306,22.000,41.731922,-87.677512,8,21,0
307,22.000,41.731922,-87.677512,8,2,0
308,65.000,41.999129,-87.795585,8,1,0
309,75.000,42.01743,-87.687769,8,1,0
310,75.000,42.01743,-87.687769,8,2,0
311,75.000,42.01743,-87.687769,8,1,0
312,91.000,41.981964,-87.812827,8,1,0
313,91.000,41.981964,-87.812827,8,14,0
314,36.000,41.944869,-87.832763,8,8,0
315,36.000,41.944869,-87.832763,8,1,0
316,36.000,41.944869,-87.832763,8,2,0
317,36.000,41.944869,-87.832763,8,1,0
318,72.000,42.011601,-87.811506,8,37,0
319,72.000,42.011601,-87.811506,8,14,0
320,72.000,42.011601,-87.811506,8,8,0
321,72.000,42.011601,-87.811506,8,4,0
322,72.000,42.011601,-87.811506,8,3,0
323,38.000,41.94983,-87.698457,9,1,0
324,49.000,41.979243,-87.750938,9,7,0
325,49.000,41.979243,-87.750938,9,2,0
326,58.000,41.986921,-87.689778,9,1,0
327,58.000,41.986921,-87.689778,9,2,0
328,50.000,41.801498,-87.763416,9,1,0
329,14.000,41.906638,-87.701431,9,1,0
330,10.000,41.723195,-87.64997,5,1,0
331,10.000,41.723195,-87.64997,5,2,0
332,11.000,41.868077,-87.666901,9,27,0
333,11.000,41.868077,-87.666901,9,5,0
334,11.000,41.869216,-87.627561,8,5,0
335,11.000,41.869216,-87.627561,8,1,0
336,42.000,41.662014,-87.724608,8,18,0
337,42.000,41.662014,-87.724608,8,4,0
338,42.000,41.662014,-87.724608,8,1,0
339,53.000,41.961743,-87.76007,9,1,0
340,40.000,41.953067,-87.776792,8,1,0
341,40.000,41.953067,-87.776792,8,1,0
342,43.000,41.878114,-87.629798,3,3,0
343,43.000,41.878114,-87.629798,3,1,0
344,42.000,41.958271,-87.702575,9,13,0
345,42.000,41.958271,-87.702575,9,2,0
346,42.000,41.958271,-87.702575,9,1,0
347,18.000,42.006858,-87.675919,9,1,0
348,70.000,41.916265,-87.800515,8,4,0
349,70.000,41.916265,-87.800515,8,8,0
350,35.000,41.682587,-87.707973,9,50,0
351,35.000,41.682587,-87.707973,9,50,0
352,35.000,41.682587,-87.707973,9,39,0
353,35.000,41.682587,-87.707973,9,50,0
354,35.000,41.682587,-87.707973,9,27,0
355,35.000,41.682587,-87.707973,9,29,0
356,93.000,41.725517,-87.614258,8,1,0
357,37.000,41.948167,-87.730698,8,1,0
358,37.000,41.948167,-87.730698,8,1,0
359,40.000,41.953705,-87.733974,8,1,0
360,46.000,41.964242,-87.757639,8,2,0
361,60.000,41.990284,-87.797127,8,1,0
362,60.000,41.990284,-87.797127,8,2,0
363,70.000,42.008314,-87.777921,9,39,0
364,70.000,42.008314,-87.777921,9,14,0
365,70.000,42.008314,-87.777921,9,5,0
366,68.000,41.921177,-87.79518,8,2,0
367,30.000,41.857402,-87.694991,8,20,0
368,30.000,41.857402,-87.694991,8,5,0
369,11.000,41.868142,-87.696269,9,2,0
370,11.000,41.868142,-87.696269,9,1,0
371,10.000,41.721474,-87.648064,8,15,0
372,10.000,41.869107,-87.696293,9,5,0
373,10.000,41.869107,-87.696293,9,4,0
374,96.000,41.719059,-87.675088,9,17,0
375,96.000,41.719059,-87.675088,9,4,0
376,61.000,41.923738,-87.785288,9,2,0
377,61.000,41.923738,-87.785288,9,1,0
378,64.000,41.970248,-87.787992,8,3,0
379,64.000,41.970248,-87.787992,8,4,0
380,10.000,41.89923,-87.716788,9,6,0
381,10.000,41.89923,-87.716788,9,4,0
382,10.000,41.89923,-87.716788,9,5,0
383,20.000,41.692555,-87.598865,8,4,0
384,20.000,41.692555,-87.598865,8,1,0
385,20.000,41.692555,-87.598865,8,1,0
386,11.000,41.903002,-87.688267,8,16,0
387,11.000,41.903002,-87.688267,8,1,0
388,49.000,41.962728,-87.748367,9,1,0
389,30.000,41.836644,-87.677737,8,1,0
390,42.000,41.837085,-87.729384,9,2,0
391,17.000,41.911824,-87.726737,9,1,0
392,22.000,41.823065,-87.678378,8,1,0
393,22.000,41.823065,-87.678378,8,1,0
394,22.000,41.801179,-87.679447,8,3,0
395,22.000,41.801179,-87.679447,8,1,0
396,35.000,41.800737,-87.71188,8,2,0
397,52.000,41.778297,-87.752411,9,22,0
398,52.000,41.778297,-87.752411,9,2,0
399,52.000,41.778297,-87.752411,9,2,0
400,67.000,41.77166,-87.703047,8,4,0
401,73.000,41.759346,-87.745602,9,9,0
402,22.000,41.768388,-87.678649,8,10,0
403,22.000,41.768388,-87.678649,8,3,0
404,22.000,41.768388,-87.678649,8,1,0
405,52.000,41.797616,-87.797894,8,2,0
406,61.000,41.781416,-87.776532,8,2,0
407,10.000,41.773215,-87.60088,8,2,0
408,10.000,41.773215,-87.60088,8,3,0
409,39.000,41.822536,-87.666343,9,11,0
410,47.000,41.799282,-87.585487,8,1,0
411,55.000,41.794781,-87.615989,8,18,0
412,64.000,41.778748,-87.586427,8,1,0
413,71.000,41.766202,-87.562889,9,6,0
414,71.000,41.766202,-87.562889,9,6,0
415,77.000,41.754676,-87.612922,9,2,0
416,77.000,41.754676,-87.612922,9,1,0
417,40.000,41.821582,-87.627796,9,11,0
418,40.000,41.821582,-87.627796,9,1,0
419,50.000,41.803423,-87.642984,8,4,0
420,50.000,41.803423,-87.642984,8,4,0
421,50.000,41.803423,-87.642984,8,1,0
422,79.000,41.754292,-87.590773,9,2,0
423,79.000,41.754292,-87.590773,9,7,0
424,52.000,41.798697,-87.736812,8,5,0
425,52.000,41.798697,-87.736812,8,1,0
426,63.000,41.776156,-87.778927,9,1,0
427,41.000,41.95469,-87.800991,9,7,0
428,41.000,41.95469,-87.800991,9,2,0
429,41.000,41.95469,-87.800991,9,4,0
430,62.000,41.994991,-87.769279,9,3,0
431,62.000,41.994991,-87.769279,9,3,0
432,79.000,41.974089,-87.824812,8,1,0
433,79.000,41.974089,-87.824812,8,4,0
434,15.000,41.9216,-87.666455,8,12,0
435,15.000,41.9216,-87.666455,8,4,0
436,25.000,41.891118,-87.654491,8,29,0
437,25.000,41.891118,-87.654491,8,1,0
438,25.000,41.891118,-87.654491,8,8,0
439,25.000,41.891118,-87.654491,8,34,0
440,11.000,41.867108,-87.654224,8,1,0
441,11.000,41.867108,-87.654224,8,2,0
442,11.000,41.896282,-87.655232,8,3,0
443,21.000,41.919343,-87.694259,8,1,0
444,22.000,41.921965,-87.632085,8,3,0
445,22.000,41.921965,-87.632085,8,2,0
446,22.000,41.688324,-87.676709,8,5,0
447,22.000,41.688324,-87.676709,8,1,0
448,11.000,41.862292,-87.64886,8,1,0
449,11.000,41.862292,-87.64886,8,1,0
450,53.000,41.891126,-87.61156,5,1,0
451,65.000,41.999129,-87.795585,8,1,0
452,65.000,41.999129,-87.795585,8,1,0
453,75.000,42.01743,-87.687769,8,2,0
454,75.000,42.01743,-87.687769,8,1,0
455,15.000,41.907645,-87.760886,8,2,0
456,36.000,41.944869,-87.832763,8,3,0
457,36.000,41.944869,-87.832763,8,1,0
458,72.000,42.011601,-87.811506,8,15,0
459,72.000,42.011601,-87.811506,8,19,0
460,72.000,42.011601,-87.811506,8,7,0
461,38.000,41.94983,-87.698457,9,2,0
462,49.000,41.979243,-87.750938,9,1,0
463,49.000,41.979243,-87.750938,9,2,0
464,58.000,41.986921,-87.689778,9,2,0
465,58.000,41.986921,-87.689778,9,1,0
466,58.000,41.986921,-87.689778,9,1,0
467,50.000,41.801498,-87.763416,9,2,0
468,50.000,41.801498,-87.763416,9,1,0
469,14.000,41.906638,-87.701431,9,4,0
470,53.000,41.961743,-87.76007,9,1,0
471,40.000,41.953067,-87.776792,8,3,0
472,42.000,41.958271,-87.702575,9,7,0
473,42.000,41.958271,-87.702575,9,2,0
474,42.000,41.958271,-87.702575,9,1,0
475,28.000,41.932094,-87.700117,8,2,0
476,18.000,42.006858,-87.675919,9,1,0
477,18.000,42.006858,-87.675919,9,1,0
478,70.000,41.916265,-87.800515,8,11,0
479,70.000,41.916265,-87.800515,8,1,0
480,70.000,41.916265,-87.800515,8,1,0
481,25.000,41.846075,-87.716277,9,1,0
482,37.000,41.948167,-87.730698,8,1,0
483,37.000,41.948167,-87.730698,8,1,0
484,37.000,41.948167,-87.730698,8,1,0
485,45.000,41.963976,-87.69181,9,1,0
486,45.000,41.963976,-87.69181,9,1,0
487,40.000,41.953705,-87.733974,8,1,0
488,46.000,41.964242,-87.757639,8,1,0
489,46.000,41.964242,-87.757639,8,1,0
490,60.000,41.990284,-87.797127,8,3,0
491,70.000,42.008314,-87.777921,9,9,0
492,70.000,42.008314,-87.777921,9,1,0
493,70.000,42.008314,-87.777921,9,1,0
494,61.000,41.991429,-87.747113,8,1,0
495,68.000,41.921177,-87.79518,8,1,0
496,68.000,41.921177,-87.79518,8,2,0
497,30.000,41.857402,-87.694991,8,1,0
498,11.000,41.868142,-87.696269,9,1,0
499,25.000,41.846283,-87.656913,9,2,0
500,61.000,41.923738,-87.785288,9,2,0
501,64.000,41.970248,-87.787992,8,3,0
502,10.000,41.89923,-87.716788,9,1,0
503,10.000,41.89923,-87.716788,9,10,0
504,10.000,41.89923,-87.716788,9,5,0
505,10.000,41.89923,-87.716788,9,2,0
506,20.000,41.692555,-87.598865,8,1,0
507,33.000,41.94016,-87.794896,9,1,0
508,33.000,41.94016,-87.794896,9,1,0
509,60.000,41.960616,-87.777189,9,1,0
510,33.000,41.883284,-87.705085,8,1,0
511,33.000,41.883284,-87.705085,8,1,0
512,33.000,41.883284,-87.705085,8,1,0
513,30.000,41.836644,-87.677737,8,1,0
514,42.000,41.837085,-87.729384,9,1,0
515,42.000,41.837085,-87.729384,9,2,0
516,42.000,41.837085,-87.729384,9,1,0
517,42.000,41.837085,-87.729384,9,1,0
518,42.000,41.837085,-87.729384,9,1,0
519,17.000,41.911824,-87.726737,9,2,0
520,22.000,41.823065,-87.678378,8,1,0
521,22.000,41.801179,-87.679447,8,2,0
522,35.000,41.800737,-87.71188,8,7,0
523,35.000,41.800737,-87.71188,8,4,0
524,35.000,41.800737,-87.71188,8,7,0
525,52.000,41.778297,-87.752411,9,2,0
526,52.000,41.778297,-87.752411,9,1,0
527,37.000,41.82561,-87.726549,9,1,0
528,37.000,41.82561,-87.726549,9,2,0
529,12.000,41.673408,-87.599862,5,50,0
530,10.000,41.726465,-87.585413,5,50,0
531,10.000,41.726465,-87.585413,5,50,0
532,10.000,41.726465,-87.585413,5,26,0
533,10.000,41.726465,-87.585413,5,50,0
534,10.000,41.726465,-87.585413,5,2,0
535,13.000,41.678618,-87.559308,5,27,0
536,13.000,41.678618,-87.559308,5,15,0
537,13.000,41.678618,-87.559308,5,1,0
538,13.000,41.678618,-87.559308,5,3,0
539,13.000,41.678618,-87.559308,5,1,0
540,13.000,41.678618,-87.559308,5,3,0
541,13.000,41.737052,-87.543067,5,3,0
542,13.000,41.737052,-87.543067,5,1,0
543,13.000,41.737052,-87.543067,5,1,0
544,13.000,41.740641,-87.546587,5,9,0
545,13.000,41.740641,-87.546587,5,4,0
546,13.000,41.740641,-87.546587,5,3,0
547,37.000,41.680946,-87.535198,8,50,0
548,37.000,41.680946,-87.535198,8,50,0
549,37.000,41.680946,-87.535198,8,2,0
550,37.000,41.680946,-87.535198,8,12,0
551,37.000,41.680946,-87.535198,8,26,0
552,38.000,41.686398,-87.531635,8,13,0
553,38.000,41.686398,-87.531635,8,50,1
554,38.000,41.686398,-87.531635,8,1,0
555,38.000,41.686398,-87.531635,8,21,0
556,11.000,41.862292,-87.64886,8,2,0
557,43.000,41.878114,-87.629798,3,1,0
558,15.000,41.994469,-87.667736,8,1,0
559,11.000,41.868142,-87.696269,9,1,0
560,64.000,41.970248,-87.787992,8,1,0
561,30.000,41.836644,-87.677737,8,3,0
562,22.000,41.801179,-87.679447,8,1,0
563,35.000,41.800737,-87.71188,8,1,0
564,52.000,41.778297,-87.752411,9,8,0
565,67.000,41.77166,-87.703047,8,2,0
566,61.000,41.781416,-87.776532,8,1,0
567,39.000,41.822536,-87.666343,9,1,0
568,52.000,41.798697,-87.736812,8,7,0
569,37.000,41.82561,-87.726549,9,11,0
570,10.000,41.726465,-87.585413,5,7,0
571,10.000,41.726465,-87.585413,5,25,0
572,10.000,41.726465,-87.585413,5,50,0
573,10.000,41.726465,-87.585413,5,4,0
574,13.000,41.678618,-87.559308,5,21,0
575,13.000,41.678618,-87.559308,5,32,0
576,13.000,41.678618,-87.559308,5,1,0
577,13.000,41.678618,-87.559308,5,7,0
578,13.000,41.678618,-87.559308,5,2,0
579,13.000,41.737052,-87.543067,5,2,0
580,13.000,41.737052,-87.543067,5,1,0
581,13.000,41.740641,-87.546587,5,1,0
582,13.000,41.740641,-87.546587,5,9,0
583,13.000,41.740641,-87.546587,5,1,0
584,13.000,41.740641,-87.546587,5,7,0
585,37.000,41.680946,-87.535198,8,21,0
586,37.000,41.680946,-87.535198,8,50,0
587,37.000,41.680946,-87.535198,8,50,0
588,37.000,41.680946,-87.535198,8,50,0
589,37.000,41.680946,-87.535198,8,50,0
590,37.000,41.680946,-87.535198,8,50,0
591,37.000,41.680946,-87.535198,8,50,0
592,37.000,41.680946,-87.535198,8,47,0
593,37.000,41.680946,-87.535198,8,50,0
594,37.000,41.680946,-87.535198,8,6,0
595,37.000,41.680946,-87.535198,8,14,0
596,37.000,41.680946,-87.535198,8,1,0
597,38.000,41.686398,-87.531635,8,32,0
598,38.000,41.686398,-87.531635,8,1,0
599,38.000,41.686398,-87.531635,8,3,0
600,38.000,41.686398,-87.531635,8,1,0
601,12.000,41.673408,-87.599862,5,50,0
602,12.000,41.673408,-87.599862,5,50,0
603,12.000,41.673408,-87.599862,5,50,1
604,12.000,41.673408,-87.599862,5,50,0
